record_id,bagobo_text,english_text,tagalog_text,cebuano_text
SENT-0101,"Sábbad álló, misókó tô bulan katô álló su idugé ándà ulì.v","One day, the moon was angry at the sun because he did not return home for a long time.","Isang araw, nagalit ang buwan sa araw dahil matagal itong hindi umuwi.","Usa ka adlaw, nasuko ang bulan sa adlaw kay wala kini mopauli sa dugay nga panahon."
SENT-0102,Ágtanud tô bulan.,The moon was jealous.,Nagsilos ang buwan.,Nagselos ang bulan.
SENT-0103,Igpamaté dan sippang ka igpadiyáé dan.,They fought with each other until they separated from each other.,Nag-away sila hanggang sa maghiwalay sila sa isa't isa.,Nag-away sila sa usag usa hangtod nga nagbulag sila.
SENT-0104,Migpasapé dan na di dan malyag pakitaé.,They vowed to each other that they did not want to meet each other again.,Nangako sila sa isa't isa na ayaw na nilang magkita muli.,Nagsaad sila sa usag usa nga dili na sila gustong magkita pa pag-usab.
SENT-0105,"Ébò kun di pakitaé, tô bulan, kali panó ka dukilám; tô álló, panó pagsik ka álló.","So that they would not meet each other, the moon would travel at night; the sun would travel in the daytime.","Upang hindi sila magkita, maglalakbay ang buwan sa gabi; maglalakbay ang araw sa araw.","Aron dili sila magkita, ang bulan magbiyahe inig ka gabii; ang adlaw magbiyahe inig ka buntag."
SENT-0106,"Na tô gó, atin bulanan ka dukilám, ágpanó tô bulan su migpasapé dan na atin pakitaé dan, kumangittáng é banuwa.","And that is why, when it is moonlight at night, the moon is traveling because they vowed to each other that if they meet each other, the earth would become dark.","At kaya naman, kapag maliwanag ang buwan sa gabi, ang buwan ay naglalakbay dahil nangako sila sa isa't isa na kapag nagkita sila, didilim ang mundo.","Ug mao kana nga, kung hayag ang bulan sa gabii, ang bulan nagabiyahe tungod kay nagsaad sila sa usag usa nga kung magkita sila, mongitngit ang kalibutan."
SENT-0107,Duwán sábbad dukilám na migpanó tô bulan.,There was a night when the moon went traveling.,May isang gabi na naglakbay ang buwan.,Adunay usa ka gabii nga ang bulan nagbiyahe.
SENT-0108,Ándà din kasódóri na ágbanganan ák mandukawa.,She did not know that the legendary bird was ambushing her.,Hindi niya alam na inaabangan siya ng maalamat na ibon.,Wala siya kahibalo nga ang maalamat nga langgam nag-atang kaniya.
SENT-0109,"Na, ándà láttó tô iló katô bulan su igámmám katô mandukawa.",Now the light of the moon did not shine because the legendary bird was holding it in its mouth.,Ngayon ay hindi sumikat ang liwanag ng buwan dahil hawak ito ng maalamat na ibon sa bibig nito.,Karon ang kahayag sa bulan wala misidlak kay gikagat kini sa maalamat nga langgam sa iyang baba.
SENT-0110,"Kali luwai katô mandukawa tô bulan igtiu, igpagayis tô mga manubù dinit tanà.",The legendary bird would not release the moon until the people here on the earth screamed very hard.,Hindi bibitawan ng maalamat na ibon ang buwan hanggang sa sumigaw nang napakalakas ang mga tao dito sa lupa.,Dili buhian sa maalamat nga langgam ang bulan hangtod nga ang mga tawo dinhi sa yuta mosinggit og kusog kaayo.
SENT-0111,Duwán pagsik ágdudkud ka mga lata.,Some also were pounding on cans.,Ang ilan din ay nagpupukpok ng mga lata.,Ang uban usab naghapak og mga lata.
SENT-0112,Tuu gótép tô mga manubù.,The people made lots of vocal noise.,Ang mga tao ay gumawa ng napakaingay na mga boses.,Ang mga tawo naghimo og daghang kabanha gamit ang ilang tingog.
SENT-0113,Yampa migluwà katô mandukawa tô bulan.,After that the legendary bird released the moon.,Pagkatapos niyon ay binitawan ng maalamat na ibon ang buwan.,Human niana gibuhian sa maalamat nga langgam ang bulan.
SENT-0114,Na mappawà dán puman tô dukilám su migláttò dán tô iló katô bulan.,Then the night was bright again because the light of the moon appeared.v,Pagkatapos ay naging maliwanag muli ang gabi dahil lumitaw ang liwanag ng buwan.,Unya nihiag balik ang gabii tungod kay mitungha ang kahayag sa bulan.
SENT-0115,Duwán álló mitudugan tô bulan.,There was a day when the moon was sleepy.,May isang araw na inantok ang buwan.,Adunay usa ka adlaw nga gi duka ang bulan.
SENT-0116,Ándà sóddór din ka álló pa.,She did not know it was daylight yet.,Hindi niya alam na umaga na.,Wala niya nahibal-an nga adlaw na diay.
SENT-0117,"Ándà pa malássád é álló, migsékót migánnó asta migpanó.","Before the sun was directly overhead, immediately she woke up and traveled.","Bago pa man tumapat ang araw sa itaas, agad siyang gumising at naglakbay.","Sa wala pa natungod ang adlaw sa ibabaw, mipukaw siya dayon ug nagbiyahe."
SENT-0118,"Na, ándà tayam din na kasumaran din tô álló.",Now she was not aware she would meet the sun.,Ngayon ay hindi niya namalayan na makakasalubong niya ang araw.,Karon wala niya nabantayi nga makasugat niya ang adlaw.
SENT-0119,Ágkasalábbuan tô álló su duwán gagó katô iló din.,The sun was surprised because something was snatching at his light.,Nagulat ang araw dahil may umaagaw sa kanyang liwanag.,Nakuratan ang adlaw tungod kay adunay nangilog sa iyang kahayag.
SENT-0120,Migsállág tô álló!,The sun looked!,Tumingin ang araw!,Mitan-aw ang adlaw!
SENT-0121,Tô bulan kanné!,It was actually the moon!,Iyon pala ay ang buwan!,Ang bulan diay kadto!
SENT-0122,Misókó áskandin!,He was angry!,Siya ay nagalit!,Nasuko siya!
SENT-0123,Migpadunggùé tô iló dan!,Their lights had encountered each other!,Nagtagpo ang kanilang mga liwanag!,Nagkatagbo ang ilang mga kahayag!
SENT-0124,Tigkan migmangittáng ni banuwa.,Suddenly this earth became dark.,Biglang nagdilim ang mundong ito.,Kalit lang ngitngit kining yuta.
SENT-0125,Tô gó tô ángngadanan ka manubù dánngan lákkáp.,That is what the early people called a solar eclipse.,Iyan ang tinatawag ng mga sinaunang tao na solar eclipse.,Mao kana ang gitawag sa mga karaan nga tawo og eklipse sa adlaw.
SENT-0126,Midugé pa tô lákkáp.,The solar eclipse lasted a long time.,Ang solar eclipse ay tumagal nang mahabang panahon.,Ang eklipse sa adlaw milungtad og dugay.
SENT-0127,Sunnud miranu tô mga manubù.,The people were very sad.,Napakalungkot ng mga tao.,Naguol kaayo ang mga tawo.
SENT-0128,"Ikgagi tô ágdatùan dan, “Kangéyi yu tô titikan yu, tabun kó kapuy, rákkátti yu tô sulù yu.”","Their leader said, “Fetch your igniters, fuel your fires, light your lamps.”","Sinabi ng kanilang pinuno, ""Kunin niyo ang inyong mga pansindi, gatungan ang inyong mga apoy, sindihan ang inyong mga lampara.""","Miingon ang ilang pangulo, Kuhaa ang inyong mga igsisindi, sugnori ang inyong mga kalayo, pasigaa ang inyong mga lampara."
SENT-0129,"Na ándasu duwán dán apuy dan, ándà dán sunnud kadugé migmappawà dán.","Then when they already had their fires, it was not very long when it now became bright.","Pagkatapos noong may mga apoy na sila, hindi nagtagal ay naging maliwanag na muli.","Unya sa dihang aduna na silay mga kalayo, wala madugay ug nihiag na kini pag-usab."
SENT-0130,Midayawan dán tô mga manubù ágsállág dan katô álló.,The people were now happy seeing the sun.,Masaya na ang mga tao nang makita ang araw.,Nalipay na ang mga tawo sa pagkakita sa adlaw.
SENT-0131,Lampas dán malássád álló.,It was already past noontime.,Lagpas na iyon ng tanghali.,Milabay na kadto sa udto.
SENT-0132,"Duwán misalábbuan dan su tô bulan, madani tun ta álló.",They were surprised because the moon was near the sun.,Nagulat sila dahil ang buwan ay malapit sa araw.,Nakuratan sila tungod kay ang bulan kay anaa ra duol sa adlaw.
SENT-0133,Ikgagi tô tugál agud ta kanné miglákkáp su migpadunggùé tô bulan asta álló.,The old ones said the reason there was a solar eclipse was because the moon and the sun encountered each other.,Sinabi ng mga matatanda na ang dahilan kung bakit nagkaroon ng solar eclipse ay dahil nagtagpo ang buwan at ang araw.,Ang mga tigulang miingon nga ang rason nga adunay eklipse sa adlaw kay tungod nagkatagbo ang bulan ug ang adlaw.
SENT-0134,Ás Paliman,Paliman,Paliman,Paliman
SENT-0135,"Ni gulitán ku, bánnal, su gulitán ni ka apù ku.","This that I am telling about, it is true, because my grandmother told this.","Ito na aking isinasalaysay, ito ay totoo, dahil isinalaysay ito ng aking lola.","Kining akong ginasaysay, tinuod kini, tungod kay gisaysay kini sa akong lola."
SENT-0136,Duwán banuwa ingngadanan ka Banga.,There was a place named Banga.,May isang lugar na nagngangalang Banga.,Adunay usa ka lugar nga ginganlag Banga.
SENT-0137,"Na, tô banuwa tô, ándà sunnud mga manubù.","Now that place, it did not have very many people.","Ngayon ang lugar na iyon, hindi masyadong marami ang mga tao.","Karon kanang lugara, wala kini daghang tawo."
SENT-0138,"Karapungan kandan, marag gamama asta gabatá.","The majority of them, they were mostly men and children.","Karamihan sa kanila, sila ay halos mga lalaki at mga bata.","Kadaghanan kanila, pulos sila mga lalaki ug mga bata."
SENT-0139,"Tagpiraé dád é dalaga, su atin ka ágpanmasusu tô bayi, ágbubúan tô gátták (asta) ágkangén tô malambù tun dalám katô mabataan.","There were only a few maidens, because whenever a woman gave birth, her abdomen was cut open, and the fat was taken from inside the womb.","Kakaunti lamang ang mga dalaga, dahil sa tuwing may babaeng nanganganak, hinihiwa ang kanyang tiyan, at kinukuha ang taba sa loob ng sinapupunan.","Pipila lang ang mga dalaga, tungod kay inig naay babaye nga manganak, hiwaon ang iyang tiyan, ug ang tambok kuhaon sa sulod sa iyang tagoangkan."
SENT-0140,"Na, tô gó tô pagpasusu katô délák burayì, su ándà man sóddór dán ka ágpanmánnu é kawat katô ágpanmasusu.","Now that is what was used for the small newborn to suck on, because naturally they had absolutely no knowledge of how to perform midwifery for someone giving birth.","Ngayon iyon ang ginagamit para sipsipin ng maliit na sanggol, dahil natural na wala silang kaalam-alam kung paano magpaanak para sa isang manganganak.","Karon mao kana ang ginagamit aron pasuypon sa gamay nga bata nga bag-ong nahimugso, tungod kay natural nga wala gayod silay alamag kung unsaon ang pagpaanak alang sa usa ka tawo nga manganakay."
SENT-0141,"Na tô pagsik bayi, ágkamáté dán.","And as for the woman also, she dies.","At tungkol din sa babae, namamatay siya.","Ug bahin sa babaye usab, mamatay siya."
SENT-0142,"Na, duwán manubù ingngadanan ki Paliman na góddò tun ta banuwa din ingngadanan Bassa.",Now there was a man named Paliman who lived at a place named Bassa.,Ngayon may isang lalaki na nagngangalang Paliman na nakatira sa isang lugar na nagngangalang Bassa.,Karon adunay usa ka lalaki nga ginganlag Paliman nga nagpuyo sa usa ka lugar nga ginganlag Bassa.
SENT-0143,"Sábbad álló, gimarmar áskandin na madun dutun ki Datù Basagan na ágdatùan dutun ta Banga.","One day, he prepared to go to Datu Basagan who was the leader at Banga.","Isang araw, naghanda siya upang pumunta kay Datu Basagan na siyang pinuno sa Banga.","Usa ka adlaw, nangandam siya sa pag-adto kang Datu Basagan nga maoy pangulo sa Banga."
SENT-0144,"Igpid din tô kudà din, su pagbullas ka mga agung asta kîsi na inabal.","He brought his horse, because it would be used as barter for gongs and woven blankets.","Dinala niya ang kanyang kabayo, dahil gagamitin ito bilang palitan para sa mga agong at mga hinabing kumot.","Gidala niya ang iyang kabayo, tungod kay gamiton kini isip ibaylo sa mga agong ug hinabol nga mga habol."
SENT-0145,Lima álló migpanó si Paliman tikud tut Bassa sippang tut Banga.,Five days Paliman traveled from Bassa until reaching Banga.,Limang araw na naglakbay si Paliman mula Bassa hanggang sa makarating sa Banga.,Lima ka adlaw nagbiyahe si Paliman gikan sa Bassa hangtod nga nakaabot sa Banga.
SENT-0146,"Róggun din góddò dutun, áglumu si Paliman na gimu katô mga tikás, su gangatan i Basagan tô mga sakup din ágpangasu.","While he was staying there, Paliman worked making leg bands, because Basagan was waiting for his subjects who were hunting with dogs.","Habang siya ay nananatili roon, nagtrabaho si Paliman sa paggawa ng mga palamuti sa binti, dahil hinihintay ni Basagan ang kanyang mga tauhan na nangangaso gamit ang mga aso.","Samtang nagpabilin siya didto, nagtrabaho si Paliman sa paghimo og mga dayandayan sa batiis, tungod kay naghulat si Basagan sa iyang mga ginsakopan nga nangayam uban sa mga aso."
SENT-0147,Tô gó tô dì din pa ágpulían si Paliman.,That is why he would not yet let Paliman go home.,Kaya hindi pa niya pinapauwi si Paliman.,Mao nga wala pa niya gipapauli si Paliman.
SENT-0148,"Sábbad álló, sállám, ágkasalábbuan si Paliman su ágsállággán din tô mga manubù dutun ta sakup i Basagan ágpansággò.","One day, in the morning, Paliman was surprised because he saw Basagan’s subjects each crying.","Isang araw, sa umaga, nagulat si Paliman dahil nakita niya ang mga tauhan ni Basagan na umiiyak ang bawat isa.","Usa ka adlaw, sa buntag, nakuratan si Paliman kay nakita niya ang mga ginsakopan ni Basagan nga pulos naghilak."
SENT-0149,"Ágpansággò dán sikandan na ágranu, agad tô sawa i Basagan, tuu ágsággò.","They were each crying and were sad, and even Basagan’s wife, she was crying very hard.","Silang lahat ay umiiyak at malungkot, at kahit ang asawa ni Basagan, siya ay umiiyak nang napakalakas.","Nanghilak silang tanan ug naguol, ug bisan ang asawa ni Basagan, kusog kaayo ang iyang paghilak."
SENT-0150,Iginsà i Paliman si Basagan ka ándin é ágtikganayan katô mga ranu dan.,Paliman asked Basagan what started their sadness.,Tinanong ni Paliman si Basagan kung ano ang naging simula ng kanilang kalungkutan.,Nangutana si Paliman kang Basagan kung unsa ang sinugdanan sa ilang kaguol.
SENT-0151,"Na, igkagi si Basagan, “Ágsággò ké asta ágranu ké, su yan batà ku, ágpangalalan dán.”","Now Basagan said, “We are crying, and we are sad, because as for that daughter of mine, she is now experiencing labor pains.”","Ngayon ay sinabi ni Basagan, ""Kami ay umiiyak, at kami ay malungkot, dahil tungkol sa anak kong iyon, nakakaranas na siya ng sakit sa panganganak.""","Karon si Basagan miingon, Nagahilak kami, ug naguol kami, tungod kay bahin sa akong anak nga babaye, nakasinati na siya og kasakit sa pagbati."
SENT-0152,Ágkasakitan ka gátták din.,She is experiencing pain in her abdomen.,Nakakaranas siya ng sakit sa kanyang tiyan.,Nakasinati siya og kasakit sa iyang tiyan.
SENT-0153,Mamasusu dán áskandin.,She is going to give birth now.,Manganganak na siya ngayon.,Manganak na siya karon.
SENT-0154,"Tô gó ágsággawan dé, su ábbuán dán man kani ka mapun.","That is who we are crying for, because naturally she will be cut open later this afternoon.","Siya ang aming iniiyakan, dahil natural na hihiwain siya mamayang hapon.","Siya ang among ginahilakan, tungod kay natural nga hiwaon siya unya sa hapon."
SENT-0155,Na maté dán yan batà ku bayi.,And that daughter of mine will now die.,At ang anak kong iyon ay mamamatay na ngayon.,Ug kana nga anak nako mamatay na karon.
SENT-0156,“Di ki patóngkóé tingód kanan.”,“Let us not talk about that.”,Huwag nating pag-usapan iyan.,Ayaw na nato na hisguti.
SENT-0157,Diya ágpamuyù agad ándin.,"I will not ask for anything, whatever.","Wala akong hihinging kapalit, anuman iyon.","Wala akoy pangayuon, bisan unsa pa."
SENT-0158,"Tô dád ginawà nu dini kanak, tô gangatan ku,” mà i Paliman.","Just your love for me, that is what I will wait for,” said Paliman.","Ang pagmamahal niyo lang sa akin, iyon ang aking hihintayin,"" sabi ni Paliman.","Ang inyong paghigugma lang kanako, mao ra kana ang akong paabuton, matod ni Paliman."
SENT-0159,"Na yampa, góméng dán sikandan.","And after that, they cooked rice.","At pagkatapos niyon, nagluto sila ng kanin.","Ug pagkahuman niana, nagluto silag kan-on."
SENT-0160,Sagpu dán ágkadayawan tô mga manubù su tingód katô migkagi i Paliman dutun kandan.,The people were now somewhat happy because of what Paliman had said to them.,Naging medyo masaya na ang mga tao dahil sa mga sinabi ni Paliman sa kanila.,Medyo nalipay na ang mga tawo tungod sa gisulti ni Paliman kanila.
SENT-0161,"Na, malássád dán é álló, pángnga dán sikandan igkan, ágsállággán i Paliman tô bayi dì dán pakatónnók.","Now at noontime, after they finished eating, Paliman saw that the woman could no longer be still.","Ngayon pagsapit ng tanghali, pagkatapos nilang kumain, nakita ni Paliman na ang babae ay hindi na mapakali.","Karon sa pagkaudto, pagkahuman nilag kaon, nakita ni Paliman nga ang babaye dili na mahimutang."
